PC1,PC2,PC3
1.2809420305931793,-0.4224842430858572,0.010691606263436225
-0.26302810494992823,-0.23686975342832078,-0.11701495875967638
0.3142739893402036,-0.685994621087226,0.2115901583121657
0.6578594992359796,-0.9215280161646983,0.5646725875575539
-0.5915124608066589,-0.8610324631183455,0.4716716666803895
-1.8208502261832955,-0.6790300945441604,0.43454191199773484
0.046887979807667866,-0.9509016531079676,0.40521248928920006
0.24277819513924395,-0.6470560366562427,0.6443996854094922
-1.153040701393794,-0.7063697892689824,0.3817708633692834
-2.0494500505532733,-0.7110776025177505,0.2425564017030361
-1.7789939373662873,-0.7996984079238197,0.7693977406215967
-0.6235990785990689,-1.008156365535368,1.3144337479687798
1.3589986856176992,-1.1094698696142002,1.6414843563666752
0.2789583907824267,-1.091587497936661,1.5219879840776454
0.18589114359535946,-1.0822146739718947,1.007552977379879
1.514719982214684,-1.103153075718726,0.9042378761804277
4.816462792175604,-0.8222477171286998,0.8266805152417938
2.167994224241104,-1.280818694318554,0.6493554147003995
-2.45385785428861,-0.9673027052688645,0.49066983252835067
-1.7064654545247842,-1.0771329951580069,0.22359262745744493
-1.5058776706661934,-1.265652143203063,0.16420163511060534
-2.814577853937672,-1.122289879712787,0.2884119065361649
-2.32242332591207,-1.3195332340174175,0.48469131909841606
3.98281958179933,-1.4388495094969334,0.7497298528429512
4.783010979042209,-0.8582664550121286,0.4758243406563908
1.9961160527496569,-0.6037254194592427,-0.4895043496914353
1.357653659182118,-0.8890599657623484,-0.9030780995996331
0.14432180356338511,-0.41844030827280837,-0.94054703553585
0.657224398083953,-0.33025139942900206,-1.035174041125561
1.3042224509854898,-0.2740257356362088,-0.9497138970853791
1.9261485867238033,-0.31293624101922235,-0.8058410735539736
1.4166366518866178,-0.34471677445585136,-0.8062488547174206
0.7933472326509567,-0.2057200703469642,-1.053328647188605
3.9424183993750272,-0.4247008472476229,-0.6371864366169693
3.7135507793570715,-0.5372008884368706,-0.36325183096202796
4.829565795147543,-0.8806274827648902,0.31432660230524895
3.052112756142767,-1.1544918797975974,0.6001931942238646
0.9176378182340115,-1.1625304993847982,0.8289278401409932
-0.43004960187858937,-1.0028279899143804,0.8077705066431939
-1.4174903411616895,-0.9109925262772394,0.8181028141006367
-1.3847829093118795,-1.0846423130414489,0.9537620422601621
-1.328034642546439,-1.0758173232454034,1.1750212578381118
-3.343765515925648,-0.8273021047687406,0.6552682899224499
-3.0200180422223384,-0.9220565499656225,0.9558531288350391
-1.7510600005562023,-1.1798621011389194,1.2069551954707551
